,RNA.IC_1d,RNA.IC_3d,RNA.IC_7d,RNA.Uninjured,Minimum,,14856
1700111E14Rik,0.673974681,0.311117473,2.312973687,2.108146924,0.311117473,,
1700111N16Rik,0.008713204,0.038266491,0.033908508,0.01118804,0.008713204,,
1700112D23Rik,0.076562773,0.05733225,0.128742654,0.116119231,0.05733225,,
1700112H15Rik,0,0.000787465,0.003785011,0.002349698,0,,
1700112J05Rik,0.004995538,0.000952264,0.013830119,0.010657615,0.000952264,,
1700112J16Rik,0.027218335,0.023364445,0.019765342,0.015046415,0.015046415,,
1700112M02Rik,0.002612818,0.023267807,0,0.003212285,0,,
1700113A16Rik,0.02089861,0.01451596,0.10079559,0.055752078,0.01451596,,
1700113B09Rik,0,0,0,0.001613779,0,,
1700113H08Rik,0.016186515,0.015258505,0.023371967,0.013652268,0.013652268,,
1700119I11Rik,0.007301228,0.003300855,0.003544088,0.003096524,0.003096524,,
1700120B22Rik,0.00508709,0.003472652,0.016685368,0.013364837,0.003472652,,
1700120C14Rik,0.029944692,0.097989277,0.09732201,0.06902236,0.029944692,,
1700120C18Rik,0.000661911,0,0.002012396,0.00163714,0,,
1700120G07Rik,0.016863687,0.032562696,0.006888003,0.004407776,0.004407776,,
1700120G11Rik,0.00368357,0,0.003119152,0.000301879,0,,
1700121C08Rik,0.068258362,0.05189704,0.013261946,0.018527065,0.013261946,,
1700121L03Rik,0.003502795,0.002240921,0.004030958,0.002599631,0.002240921,,
1700121L16Rik,0.005576605,0.005167912,0,0.002183475,0,,
1700121N20Rik,0,0,0,0.001319955,0,,
1700122E12Rik,0,0.002778442,0,0,0,,
1700123J17Rik,0.004293759,0.006297235,0.006502591,0.001420846,0.001420846,,
1700123K08Rik,0.001465365,0.001172005,0,0.001499447,0,,
1700123L14Rik,0.002363015,0.000514787,0.005849333,0.017148692,0.000514787,,
1700123M08Rik,0.090875954,0.09057668,0.140661717,0.057611922,0.057611922,,
1700123O12Rik,0.006384428,0.012760267,0,0.008907227,0,,
1700123O20Rik,0.014688579,0.029969374,0.031905183,0.01519393,0.014688579,,
1700123O21Rik,0.005060357,0,0.00723444,0.004100101,0,,
1700124L16Rik,0.011226059,0.007409778,0.009098094,0.009992575,0.007409778,,
1700125G02Rik,0.045333206,0.031934484,0.103302322,0.061408366,0.031934484,,
1700125G22Rik,0.000986539,0.000910039,0.001317315,0.002416042,0.000910039,,
1700125H03Rik,0.001385682,0.000330872,0.019793541,0.012852,0.000330872,,
1700125H20Rik,0.008569838,0.010947244,0.025362436,0.012476241,0.008569838,,
1700126G02Rik,0.074974705,0.119011447,0.336577585,0.263678079,0.074974705,,
1700126H18Rik,0.003084892,0.002261285,0.00599952,0.001809609,0.001809609,,
1700128A07Rik,0,0.000875659,0,0,0,,
1700128E19Rik,0,0,0,0,0,,
1700129L04Rik,0,0.00184117,0,0.001103532,0,,
1810006J02Rik,0,0,0,0,0,,
1810007C17Rik,0,0.000281373,0,0,0,,
1810007D17Rik,0.002162821,0.000763396,0,0.000535892,0,,
1810008B01Rik,0.000461401,0.000522615,0.001291589,0.003172713,0.000461401,,
1810009A15Rik,0.002057813,0.004353981,0.011879274,0.002416804,0.002057813,,
1810010H24Rik,0.000801418,0.000422586,0,0.00029463,0,,
1810012K08Rik,0.000380633,0,0.002764875,0.004896992,0,,
1810012K16Rik,0,0.001303137,0.002576523,0.001569962,0,,
1810013D15Rik,0.001470228,0.00493145,0.001685772,0.00160494,0.001470228,,
1810013L24Rik,0.476358265,0.631965151,0.303515836,0.250734164,0.250734164,,
1810014P07Rik,0.000679338,0.001404393,0,0.000923611,0,,
1810019D21Rik,0,0,0,0.001159867,0,,
1810019N24Rik,0.024402985,0.029264022,0.021516575,0.014348525,0.014348525,,
1810020O05Rik,0.016662629,0.007313977,0.027196176,0.006144343,0.006144343,,
1810021B22Rik,0.010598351,0.03795952,0.092098898,0.062969645,0.010598351,,
1810024B03Rik,0.02259509,0.0288471,0.067174852,0.047415405,0.02259509,,
1810026B05Rik,0.365267316,0.388478179,0.346546008,0.320888013,0.320888013,,
1810030O07Rik,0.112572213,0.134082313,0.155547672,0.100574741,0.100574741,,
1810034E14Rik,0.309597512,0.456265853,1.592904098,1.041870049,0.309597512,,
1810037I17Rik,0.024982707,0.084025274,0.089699783,0.041113491,0.024982707,,
1810041H14Rik,0.002793332,0.00106103,0.007027982,0.00293382,0.00106103,,
1810044D09Rik,0.00774705,0.004449661,0.009468945,0.009975987,0.004449661,,
1810046K07Rik,0.033276254,0.100880605,0.036754951,0.025912387,0.025912387,,
1810053B23Rik,0.002186697,0.000954458,0,0,0,,
1810055G02Rik,0.037951664,0.041099088,0.041634306,0.034747501,0.034747501,,
1810058I24Rik,0.044383663,0.058471451,0.060462386,0.035072363,0.035072363,,
1810059C17Rik,0.000236344,0.00101625,0.005268751,0.004783854,0.000236344,,
1810059H22Rik,0.012340842,0.029708636,0,0.001757291,0,,
1810062G17Rik,0.007097941,0.002755034,0,0.004499133,0,,
1810062O18Rik,0.149062841,0.107710536,0.424541424,0.202121257,0.107710536,,
1810064F22Rik,0.001056908,0.007555427,0.011005527,0.002127931,0.001056908,,
2010001A14Rik,0.003831983,0.017402143,0.016189923,0.009500951,0.003831983,,
2010001K21Rik,0.002555349,0.009183533,0.006997374,0.020373129,0.002555349,,
2010001M07Rik,0,0,0.003931787,0.00018546,0,,
2010007H06Rik,0.008716413,0.009113872,0.021640589,0.010560942,0.008716413,,
2010009K17Rik,0.024095499,0.019643335,0.176057301,0.081341482,0.019643335,,
2010013B24Rik,0.009566511,0.006793754,0.010527602,0.008820074,0.006793754,,
2010016I18Rik,0,0,0,0,0,,
2010103J01Rik,0.001146648,0,0.002889505,0.002452908,0,,
2010106C02Rik,0.005590786,0.000854467,0.009045895,0.010762197,0.000854467,,
2010106E10Rik,0.014431969,0.010668366,0,0.004674058,0,,
2010106G04Rik,0,0,0.003420909,0.003139511,0,,
2010109A12Rik,0.021074439,0.055971607,0.078416121,0.053544656,0.021074439,,
2010110E17Rik,0.001459902,0.000882828,0.003150734,0.000813479,0.000813479,,
2010110G14Rik,0.002291245,0.001449502,0.006633269,0.0015665,0.001449502,,
2010110K18Rik,0,0,0,0,0,,
2010204K13Rik,0.008693257,0.018709994,0.029187712,0.019326848,0.008693257,,
2010300C02Rik,2.159215864,0.828271253,1.41937555,1.523259027,0.828271253,,
2010308F09Rik,0.021054761,0.031640005,0.014847924,0.015259174,0.014847924,,
2010309G21Rik,0.001322395,0.008084896,0.008040981,0.001808575,0.001322395,,
2010310C07Rik,0.000406941,0,0,0.000396153,0,,
2010315B03Rik,0.1324987,0.214408374,0.216356507,0.134407259,0.1324987,,
2010320M18Rik,0.003130394,0.011725212,0.019154738,0.00432241,0.003130394,,
2010320O07Rik,0.004026226,0.017297104,0.00243641,0.007972933,0.00243641,,
2200002D01Rik,0,0,0.00222084,0.000718867,0,,
2210011C24Rik,0,0,0,0.001757218,0,,
2210011K15Rik,0.003933361,0,0.022937708,0.001959389,0,,
2210016F16Rik,0.01560242,0.032461494,0.0493142,0.027824704,0.01560242,,
2210016L21Rik,0.261519781,0.295069087,0.356614347,0.211027516,0.211027516,,
2210017I01Rik,0,0.01699957,0,0,0,,
2210406O10Rik,0.040934683,0.030761378,0.129918295,0.156750691,0.030761378,,
2210408F21Rik,3.074617636,2.282611244,1.91454155,2.391999338,1.91454155,,
2210408I21Rik,1.446285605,2.320082222,1.714849062,1.751448171,1.446285605,,
2210409D07Rik,0.001632153,0.000569279,0,0,0,,
2210414B05Rik,0.00103481,0.000403409,0,0.000909328,0,,
2300009A05Rik,0.052942957,0.079906797,0.132705179,0.153341304,0.052942957,,
2310001H17Rik,0.041942955,0.065667649,0.018957071,0.005133523,0.005133523,,
2310001K24Rik,0,0.002479103,0,0,0,,
2310002D06Rik,0.033960033,0.028016564,0.043024898,0.026991259,0.026991259,,
2310002F09Rik,0.012285433,0.04048908,0.03838427,0.046925722,0.012285433,,
2310003L06Rik,0,0,0,0.000902278,0,,
2310003N18Rik,0.003938865,0.000745389,0,0.000695957,0,,
2310005A03Rik,0,0,0,0,0,,
2310008N11Rik,0.009234058,0.015053931,0.022848472,0.017898366,0.009234058,,
2310009A05Rik,0.020646818,0.016703237,0.033975384,0.027353423,0.016703237,,
2310009B15Rik,0.019964799,0.032997646,0.067266804,0.05272648,0.019964799,,
2310010J17Rik,0.001622601,0.005435316,0.033169668,0.014394649,0.001622601,,
2310011J03Rik,0.048842404,0.072878481,0.146018396,0.102583125,0.048842404,,
2310014F06Rik,0.017742042,0.039757889,0.025566901,0.012421602,0.012421602,,
2310015A10Rik,0.014639728,0.030614307,0.028367864,0.01922599,0.014639728,,
2310015D24Rik,0,0.001450374,0,0.005056363,0,,
2310016D03Rik,0,0.001100499,0,0,0,,
2310016D23Rik,0,0.00043147,0,0.001946114,0,,
2310016G11Rik,0,0.00135964,0,0,0,,
2310020H05Rik,0.001403279,0.000461883,0.004769955,0.009181115,0.000461883,,
2310022A10Rik,0.119380651,0.268311562,0.131295088,0.104842462,0.104842462,,
2310022B05Rik,0.055636171,0.040125216,0.041036665,0.053442145,0.040125216,,
2310026I22Rik,0.023797783,0.037948292,0.032116812,0.057587203,0.023797783,,
2310026L22Rik,0.00332926,0.005587649,0,0.001796957,0,,
2310030A07Rik,0.000917174,0.008095071,0,0.000482681,0,,
2310030G06Rik,0.004927722,0.01224622,0.016586947,0.009858815,0.004927722,,
2310033P09Rik,0.142895722,0.117566543,0.212986736,0.180042774,0.117566543,,
2310034G01Rik,0.003711459,0.003425544,0.023131928,0.021352096,0.003425544,,
2310034O05Rik,0.001030413,0.002192636,0,0.001933799,0,,
2310039H08Rik,0.006221533,0.003658917,0.021917481,0.00633009,0.003658917,,
2310039L15Rik,0.041004597,0.02501006,0.003261579,0.043828682,0.003261579,,
2310040G24Rik,0.017054128,0.015129476,0.018290656,0.019095709,0.015129476,,
2310043L19Rik,0.001268163,0.001182728,0,0,0,,
2310043M15Rik,0.023216782,0.034408375,0.021868033,0.048904974,0.021868033,,
2310043O21Rik,0.012410213,0.009196294,0.049113514,0.015730542,0.009196294,,
2310046K23Rik,0,0.00291834,0,0,0,,
2310047D07Rik,0.000844929,0.002292443,0.005810622,0.002647376,0.000844929,,
2310057J18Rik,0,0.002475717,0,0,0,,
2310057M21Rik,0.123403725,0.142719961,0.1074055,0.083047772,0.083047772,,
2310058D17Rik,0.038812465,0.099059179,0.079278624,0.07020374,0.038812465,,
2310061I04Rik,0.084182096,0.119768049,0.200082809,0.135573523,0.084182096,,
2310065F04Rik,0,0,0,0,0,,
2310067P03Rik,0.06522581,0.011941513,0.062259726,0.147679937,0.011941513,,
2310068J16Rik,0.002386301,0.020546259,0.06299153,0.016445392,0.002386301,,
2310069B03Rik,0,0.000961983,0,0,0,,
2310074N15Rik,0.00227471,0.00087499,0.001982396,0.004342273,0.00087499,,
2310075C17Rik,0.020252039,0.007503879,0.073656428,0.123392945,0.007503879,,
2310081O03Rik,0,0,0,0,0,,
2410002F23Rik,0.047216628,0.067487742,0.054546783,0.045395523,0.045395523,,
2410003L11Rik,0.000656594,0.006367974,0.003386157,0.003144989,0.000656594,,
2410004B18Rik,0.078579845,0.081701292,0.091897649,0.076211759,0.076211759,,
2410004I01Rik,0,0.000707169,0,0,0,,
2410004P03Rik,0,0,0,0.001549374,0,,
2410006H16Rik,0.112745517,0.127320683,0.220802558,0.129425887,0.112745517,,
2410012E07Rik,0.001798671,0,0,0.001511728,0,,
2410017I17Rik,0,0,0,0,0,,
2410018L13Rik,0.011831439,0.167976607,0.081065901,0.045768864,0.011831439,,
2410021H03Rik,0.063998943,0.017580639,0.325252378,0.294357792,0.017580639,,
2410022M11Rik,0.005348146,0.014118748,0.016965879,0.009174858,0.005348146,,
2410080I02Rik,0.029065311,0.015854528,0.044314125,0.023437931,0.015854528,,
2410131K14Rik,0.055185431,0.126586625,0.070359692,0.057651347,0.055185431,,
2410137M14Rik,0.003410024,0,0,0.010210408,0,,
2410152P15Rik,0,0,0,0.001144224,0,,
2500002B13Rik,0.025444619,0.048719036,0.01581023,0.012395523,0.012395523,,
2500004C02Rik,0.020747147,0.026876682,0.068501919,0.036076976,0.020747147,,
2510002D24Rik,0.080478309,0.118581244,0.145333564,0.116055343,0.080478309,,
2510009E07Rik,0.404700897,0.192442663,0.205485833,0.216228196,0.192442663,,
2510017J16Rik,0.022712801,0.024536248,0.027885131,0.016102869,0.016102869,,
2510039O18Rik,0.101667505,0.117229408,0.098500919,0.095016569,0.095016569,,
2510046G10Rik,0.003254503,0.000480775,0.0384225,0.004146157,0.000480775,,
2600002D14Rik,0.003329663,0.016024132,0.009394402,0.010448911,0.003329663,,
2600006K01Rik,0.002231324,0.001484532,0,0.000426746,0,,
2600014E21Rik,0.004558911,0.009582629,0.011136003,0.006239263,0.004558911,,
2610001J05Rik,0.023504976,0.025236068,0.035851491,0.019300009,0.019300009,,
2610002M06Rik,0.032207039,0.112183833,0.107372502,0.049237129,0.032207039,,
2610008E11Rik,0.268385199,0.639139374,0.482741217,0.257996893,0.257996893,,
2610020C07Rik,0.397736717,0.370289947,1.257159121,0.993314577,0.370289947,,
2610021A01Rik,0.094805025,0.146086945,0.179569927,0.177619514,0.094805025,,
2610027F03Rik,0.00384664,0,0,0.00242225,0,,
2610027K06Rik,0.0788381,0.118922014,0.248119408,0.167599316,0.0788381,,
2610028E06Rik,0,0.003371949,0.005846586,0.000541463,0,,
2610028H24Rik,0,0.00246455,0.011008363,0.002047479,0,,
2610035D17Rik,1.353390882,1.182507324,1.04077443,1.040659196,1.040659196,,
2610037D02Rik,0.452197111,0.44918938,0.391355546,0.553091962,0.391355546,,
2610042L04Rik,0.005558528,0.022109089,0.016674624,0.003036568,0.003036568,,
2610044O15Rik8,0.110755747,0.168986954,0.229360871,0.17451014,0.110755747,,
2610203C22Rik,0.042772126,0.017571838,0.168878702,0.515904111,0.017571838,,
2610204G07Rik,0.046682352,0.031128294,0.202024295,0.179810932,0.031128294,,
2610206C17Rik,0.002689551,0.007831206,0.00998547,0.003915582,0.002689551,,
2610300M13Rik,0,0.004700581,0,0.00140226,0,,
2610301B20Rik,0.179054387,0.174343152,0.218734593,0.20474718,0.174343152,,
2610306M01Rik,0.008568889,0.008555337,0.00286763,0.012017798,0.00286763,,
2610307P16Rik,0.031652747,0.047510126,0.04659735,0.026856819,0.026856819,,
2610316D01Rik,0.044323722,0.125071021,0.086236497,0.111464807,0.044323722,,
2610318M16Rik,0.002287215,0,0,0.000474319,0,,
2610318N02Rik,0.00593471,0.00324443,0,0.00344094,0,,
2610507B11Rik,0.624464382,0.785996128,0.393051659,0.31266864,0.31266864,,
2610507I01Rik,0.016192536,0.020001745,0.018760099,0.017769062,0.016192536,,
2610528A11Rik,0.008634187,0.001807187,0.003144259,0.001793236,0.001793236,,
2700033N17Rik,0.005393514,0.000528424,0.003544088,0.008011957,0.000528424,,
2700038G22Rik,0.036474581,0.024061714,0.037375087,0.023512662,0.023512662,,
2700046G09Rik,0.017275584,0.012427121,0.040971402,0.024222498,0.012427121,,
2700049A03Rik,0.211664656,0.368147322,0.302638156,0.184708645,0.184708645,,
2700054A10Rik,0.215021356,0.304916499,0.258531214,0.311383264,0.215021356,,
2700062C07Rik,0.107189176,0.101900039,0.217860271,0.173751551,0.101900039,,
2700068H02Rik,0.001131189,0,0,0.00028207,0,,
2700069I18Rik,0,0,0,0,0,,
2700081O15Rik,0.074315349,0.122104416,0.271728385,0.117184378,0.074315349,,
2700089I24Rik,0.007636454,0.008106135,0.008816494,0.005001392,0.005001392,,
2700097O09Rik,0.275472065,0.263958189,0.319715781,0.23918224,0.23918224,,
2810001G20Rik,0.041148409,0.068946203,0.129079671,0.098350294,0.041148409,,
2810002D19Rik,0.003766151,0.013233026,0.007588433,0.011280425,0.003766151,,
2810004N23Rik,0.276081525,0.25335599,0.526128322,0.42490164,0.25335599,,
2810006K23Rik,0.02564389,0.029639373,0.051045402,0.05421714,0.02564389,,
2810013P06Rik,0.059274258,0.068980114,0.200976176,0.165901304,0.059274258,,
2810021J22Rik,0.029080713,0.040451317,0.043407707,0.041994824,0.029080713,,
2810029C07Rik,0.039449516,0.026059337,0.077986344,0.063780394,0.026059337,,
2810030D12Rik,0.001162544,0.002709528,0,0.002487985,0,,
2810032G03Rik,0.156695967,0.10048986,0.134667933,0.185452348,0.10048986,,
2810049E08Rik,0.152020034,0.301013393,0.161858972,0.167053815,0.152020034,,
2810402E24Rik,0.020555401,0.023857413,0.055010786,0.039353854,0.020555401,,
2810403D21Rik,0.18200918,0.238001231,0.186862352,0.118670341,0.118670341,,
2810404F17Rik,0,0,0,0,0,,
2810404M03Rik,0.099722846,0.041663951,0.110793497,0.064467343,0.041663951,,
2810405F17Rik,0.018015188,0.068777726,0.133192528,0.080039734,0.018015188,,
2810407A14Rik,0.011927231,0.055733911,0.017840311,0.002975583,0.002975583,,
2810408A11Rik,0.002311083,0,0,0.000577921,0,,
2810408I11Rik,0.009949597,0.001748705,0.002576523,0.002944278,0.001748705,,
2810410L24Rik,0.002514383,0.014649094,0.011339257,0.008902621,0.002514383,,
2810414N06Rik,0.002310882,0.005879756,0.005172246,0.009294419,0.002310882,,
2810429I04Rik,0.022855738,0.03065395,0.057399589,0.072457884,0.022855738,,
2810432F15Rik,0.035840421,0.028064293,0.185899359,0.203901791,0.028064293,,
2810442N19Rik,0.000792066,0,0,0.000418206,0,,
2810454H06Rik,0.011862707,0.034095523,0.064201324,0.047395376,0.011862707,,
2810455O05Rik,0.084199051,0.069892167,0.05756725,0.030922567,0.030922567,,
2810457G06Rik,0.001832794,0,0.008723839,0.005651807,0,,
2810459M11Rik,0.007334206,0.024068312,0.019987875,0.007176976,0.007176976,,
2810468N07Rik,0.02657548,0.022760832,0.032655552,0.033898561,0.022760832,,
2810471M01Rik,0,0,0,0.000901761,0,,
2900005J15Rik,0.081978216,0.140601752,0.18277632,0.160572608,0.081978216,,
2900009J06Rik,0.079321597,0.09304424,0.097224786,0.096659604,0.079321597,,
2900026A02Rik,1.416439313,1.033450276,0.808425251,0.944450166,0.808425251,,
2900041M22Rik,0.005059326,0.00705792,0.047382985,0.016745298,0.005059326,,
2900042K21Rik,0,0.002742955,0,0,0,,
2900045O20Rik,0.010938915,0.004739908,0.010697683,0.018241848,0.004739908,,
2900052L18Rik,0.011530445,0.024855679,0.03414813,0.04482718,0.011530445,,
2900052N01Rik,0.002231988,0.002724451,0,0.001031956,0,,
2900057B20Rik,0,0.001223974,0,0,0,,
2900060B14Rik,0.036053638,0.087560931,0.170342706,0.091297034,0.036053638,,
2900060N12Rik,0.089555821,0.160029196,0.128169576,0.172170821,0.089555821,,
2900072N19Rik,0.001552173,0,0.001323171,0.002047313,0,,
2900076A07Rik,0.062356557,0.088836403,0.097970379,0.105997593,0.062356557,,
2900079G21Rik,0.021170992,0.017041541,0.064283121,0.105593456,0.017041541,,
2900089D17Rik,0.051460211,0.051507397,0.035394593,0.049262485,0.035394593,,
2900092C05Rik,0.036804847,0.023020368,0.039893754,0.020797709,0.020797709,,
2900093K20Rik,0.068040182,0.087197314,0.34733709,0.227382171,0.068040182,,
2900097C17Rik,0.105827864,0.093272303,0.249033732,0.130611159,0.093272303,,
3010001F23Rik,0.09707586,0.165975987,0.162834626,0.154849692,0.09707586,,
3010003L21Rik,0,0.004182521,0,0,0,,
3100003L05Rik,0.005295648,0.006049997,0.0061975,0.011806149,0.005295648,,
3110001I22Rik,0.00349122,0.003784073,0.001627922,0.002885671,0.001627922,,
3110006O06Rik,0.003496089,0.00592468,0,0.003730016,0,,
3110009E18Rik,0.045962956,0.057363264,0.028238189,0.035593631,0.028238189,,
3110009F21Rik,0.001576548,0,0,0.000520671,0,,
3110015C05Rik,0,0,0,0,0,,
3110021N24Rik,0.600042643,0.438937977,2.387430937,1.822815687,0.438937977,,
3110039M20Rik,0.494438264,0.503187824,0.768009665,0.663013141,0.494438264,,
3110040N11Rik,0.057440367,0.09463786,0.12653187,0.063307923,0.057440367,,
3110045C21Rik,0.006887842,0.009011815,0.013672674,0.013561236,0.006887842,,
3110056K07Rik,0.183915969,0.199714469,0.277550904,0.305053947,0.183915969,,
3110070M22Rik,0,0.00111786,0.006127951,0.000214959,0,,
3110082I17Rik,0.660019838,0.61538742,0.775675514,0.662207303,0.61538742,,
3110083C13Rik,0.013952908,0.010665285,0.03294345,0.046736726,0.010665285,,
3110099E03Rik,0,0,0,0.001209378,0,,
3200001D21Rik,0.038092504,0.034534186,0.287912442,0.193746564,0.034534186,,
3222401L13Rik,0.009019091,0.016414945,0.040635132,0.024818777,0.009019091,,
3300002A11Rik,0.005832805,0.003247622,0.018185819,0.022781318,0.003247622,,
3300002I08Rik,0.249199392,0.280859713,0.200494302,0.18660119,0.18660119,,
3300002P13Rik,0.001333493,0.000947441,0,0.001403284,0,,
3300005D01Rik,0,0.00443132,0,0,0,,
3632454L22Rik,0.00143303,0.003895238,0.015380431,0.002853235,0.00143303,,
3830406C13Rik,0.173695855,0.296078686,0.595564737,0.376677235,0.173695855,,
3830408C21Rik,0.07633647,0.126650127,0.048999644,0.051541721,0.048999644,,
3830432H09Rik,0,0,0,0,0,,
3930402G23Rik,0,0,0,0,0,,
4430402I18Rik,0.490840682,0.369482171,1.148824987,1.413192585,0.369482171,,
4631405J19Rik,0.00586462,0.002900161,0.020035505,0.015793523,0.002900161,,
4632404H12Rik,0.037788419,0.051111124,0.094614602,0.055388649,0.037788419,,
4632411P08Rik,0.003807561,0.005645522,0.005271491,0.002371359,0.002371359,,
4632427E13Rik,0.734105458,1.041050667,1.166543545,0.915263238,0.734105458,,
4632428C04Rik,0.007126599,0.027787921,0.037134235,0.020072972,0.007126599,,
4731419I09Rik,0.00852251,0.01144581,0.030740598,0.016973492,0.00852251,,
4732414G09Rik,0.008696135,0.016628819,0.025434037,0.013389954,0.008696135,,
4732419C18Rik,0.011669179,0.011191233,0.009410635,0.004406869,0.004406869,,
4732440D04Rik,0.096772043,0.089378709,0.250290889,0.200418989,0.089378709,,
4732463B04Rik,0.019335579,0.05097315,0.093165852,0.043721157,0.019335579,,
4732465J04Rik,0.003993988,0.002751287,0.008118557,0.00274112,0.00274112,,
4732471J01Rik,1.383187811,1.037099095,0.719732098,1.204593343,0.719732098,,
4732487G21Rik,0.006727282,0.011586644,0.025734654,0.017931263,0.006727282,,
4732490B19Rik,0.001160973,0.001893276,0,0.000257672,0,,
4732491K20Rik,0.029122288,0.036707626,0.102576092,0.054886093,0.029122288,,
4732496C06Rik,0.006507848,0.020725171,0.013071056,0.002333635,0.002333635,,
